Ticker,Company_code,Company_name,Exchange,OutstandingShares,Margin,Industry_lev3,Industry_lev4,Listed_date,freeFloat,freeFloatRate,statePercentage,foreignerPercentage,maximumForeignPercentage
NBE,NBEE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,UPCOM,5000000,Không được ký quỹ,Phương tiện truyền thông,Xuất bản,2017-08-20T17:00:00.000Z,2750000.0,0.55,0.46,0.0164,0.49
NBP,NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,HNX,12865500,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2009-08-05T17:00:00.000Z,2573100.0,0.2,0.54762271,0.0122,0.49
NBW,NBW,Công ty Cổ phần Cấp nước Nhà Bè,HNX,10900000,Được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-11-13T17:00:00.000Z,2180000.0,0.2,0.53442844,0.0429,0.25
NCS,NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,UPCOM,17948210,Không được ký quỹ,Dịch vụ vận tải hàng không và logistics,Hoạt động hỗ trợ vận tải hàng không,2015-12-01T17:00:00.000Z,5384463.0,0.3,0.60173536,0.017,0.49
NCT,NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,HOSE,26165732,Được ký quỹ,Cơ sở hạ tầng giao thông,Dịch vụ sân bay,2015-01-07T17:00:00.000Z,9158006.0,0.35,0.65070677,0.127,0.3
ND2,ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,UPCOM,49993960,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2010-07-21T17:00:00.000Z,7499094.0,0.15,0.51099323,0.3524,0.48999999
NDC,NDC,Công ty Cổ phần Nam Dược,UPCOM,5964000,Không được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2010-03-10T17:00:00.000Z,3280200.0,0.55,0.0,0.0012,0.49
MND,NDEC,Công ty Cổ phần Môi trường Nam Định,UPCOM,2194475,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2017-08-10T17:00:00.000Z,438895.0,0.2,0.64221192,0.0,0.48999966
NDF,NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,UPCOM,7853800,Không được ký quỹ,Sản phẩm thực phẩm,Giết mổ và chế biến thịt động vật,2019-11-17T17:00:00.000Z,7461110.0,0.95,0.0,0.0187,0.49
HND,NDHP,Công ty Cổ phần Nhiệt điện Hải Phòng,UPCOM,500000000,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2016-10-04T17:00:00.000Z,50000000.0,0.1,0.51,0.0002,0.49
NDN,NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,HNX,71657936,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2011-04-20T17:00:00.000Z,64492142.0,0.9,0.0,0.0199,0.5
NDW,NDWATER,Công ty Cổ phần Cấp nước Nam Định,UPCOM,34228048,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2019-06-10T17:00:00.000Z,3347475.0,0.09779918,0.0,0.0,0.48999998
NDX,NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,HNX,9587557,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2013-07-16T17:00:00.000Z,4314400.0,0.45,0.08866022,0.0684,0.48999991
NED,NEED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,UPCOM,40500000,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2017-08-17T17:00:00.000Z,36450000.0,0.9,0.72023652,0.0013,0.49
NET,NET,Công ty Cổ phần Bột giặt Net,HNX,22398374,Được ký quỹ,Sản phẩm cá nhân,"Sản xuất xà phòng, chất tẩy rửa",2010-09-14T17:00:00.000Z,2687804.0,0.12,0.36004837,0.0107,0.48999999
NRC,NETLAND,Công ty Cổ phần Tập đoàn Danh Khôi,HNX,92597762,Được ký quỹ,Quản lý và Phát triển bất động sản,Đại lý và môi giới bất động sản,2018-04-04T17:00:00.000Z,55558657.0,0.6,0.0,0.0509,0.5
NFC,NFC,Công ty Cổ phần Phân lân Ninh Bình,HNX,15731260,Được ký quỹ,Hóa chất,Sản xuất phân bón,2014-03-02T17:00:00.000Z,3932815.0,0.25,0.51003086,0.0,0.48999997
NGC,NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,UPCOM,2299854,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2008-03-05T17:00:00.000Z,1034934.0,0.45,0.0,0.1268,0.4899998
NHA,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,HOSE,42174520,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2021-01-20T17:00:00.000Z,25304712.0,0.6,0.0,0.0035,0.48999998
MNB,NHABE,Tổng Công ty May Nhà Bè - Công ty Cổ phần,UPCOM,19110000,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2018-04-23T17:00:00.000Z,5733000.0,0.3,0.26373626,0.0037,0.0
VCE,NHANCO,Công ty Cổ phần Xây lắp Môi trường,UPCOM,5000000,Không được ký quỹ,Kim loại và khai thác,Khai thác quặng kim loại,2016-12-28T17:00:00.000Z,73100.0,0.01462,0.3,0.0,0.49
NHC,NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,HNX,3041542,Được ký quỹ,Vật liệu xây dựng,Sản xuất gạch,2009-06-16T17:00:00.000Z,1520771.0,0.5,0.30043774,0.1578,0.48999981
NHH,NHH,Công ty Cổ phần Nhựa Hà Nội,HOSE,72880000,Được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2019-12-11T17:00:00.000Z,18220000.0,0.25,0.0,0.0062,1.0
VHM,NHN,Công ty Cổ phần Vinhomes,HOSE,4354367488,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2018-05-16T17:00:00.000Z,1088591872.0,0.25,0.0,0.2426,0.5
NHP,NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,UPCOM,27576490,Không được ký quỹ,Bao bì,"Bao bì, đóng gói bằng nhựa",2015-03-10T17:00:00.000Z,24818841.0,0.9,0.0,0.0062,0.49
NHT,NHTOYS,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,HOSE,24028169,Được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2017-11-30T17:00:00.000Z,9601479.0,0.4,0.0,0.0464,0.49999998
NHV,NHVT,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,UPCOM,5480112,Không được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2017-06-13T17:00:00.000Z,5480112.0,1.0,0.0,0.0,0.48999984
NKG,NKG,Công ty Cổ phần Thép Nam Kim,HOSE,263277806,Được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2011-01-13T17:00:00.000Z,197458354.0,0.75,0.0,0.0854,0.5
NLG,NLG,Công ty cổ phần Đầu tư Nam Long,HOSE,384080300,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2013-04-07T17:00:00.000Z,249652195.0,0.65,0.0,0.4619,0.5
NLS,NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,UPCOM,5009800,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2016-07-28T17:00:00.000Z,751470.0,0.15,0.36,0.0,0.49
NNC,NNC,Công ty Cổ phần Đá Núi Nhỏ,HOSE,21920000,Được ký quỹ,Vật liệu xây dựng,Khai thác đá,2010-06-22T17:00:00.000Z,7671999.0,0.35,0.37725351,0.0638,0.49
NNG,NNG,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,UPCOM,81570988,Không được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2015-03-30T17:00:00.000Z,1782484.0,0.02185194,0.0,0.9782,1.0
NNT,NNT,Công ty Cổ phần Cấp nước Ninh Thuận,UPCOM,9490841,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2012-06-21T17:00:00.000Z,527800.0,0.05561151,0.5205603,0.0031,0.48999999
NOS,NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,UPCOM,19525932,Không được ký quỹ,"Dầu, khí đốt và nhiên liệu tiêu hao",Lưu trữ và vận chuyển dầu khí,2011-01-10T17:00:00.000Z,6834076.0,0.35,0.49,0.0,0.49
NVL,NOVALAND,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,HOSE,1950104538,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2016-12-27T17:00:00.000Z,1072557495.0,0.55,0.0,0.0619,0.49
PMB,NPFC,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,HNX,12000000,Được ký quỹ,Hóa chất,Phân phối hóa chất và nông dược,2015-10-06T17:00:00.000Z,1800000.0,0.15,0.85,0.0213,0.49
NQB,NQB,Công ty Cổ phần Cấp nước Quảng Bình,UPCOM,17230204,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2015-07-15T17:00:00.000Z,2584530.0,0.15,0.52155529,0.0,0.48999994
NQT,NQT,Công ty Cổ phần Nước sạch Quảng Trị,UPCOM,18233269,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2016-12-08T17:00:00.000Z,937600.0,0.05142248,0.50999999,0.0,0.48999996
NS2,NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,UPCOM,56800000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2016-11-29T17:00:00.000Z,1908600.0,0.03360211,0.96639789,0.0,0.49
NSC,NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,HOSE,17574516,Được ký quỹ,Những sản phẩm nông nghiệp,"Hạt, cây giống thương mại",2006-12-20T17:00:00.000Z,3514903.0,0.2,0.0,0.0881,0.48999999
PSH,NSHPETRO,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,HOSE,126169780,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2020-06-23T17:00:00.000Z,44159423.0,0.35,0.0,0.0,0.0
NST,NST,Công ty Cổ phần Ngân Sơn,HNX,11202003,Không được ký quỹ,Thuốc lá,Sản xuất thuốc lá,2006-12-28T17:00:00.000Z,3920701.0,0.35,0.57700297,0.0186,0.48999996
NT2,NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,HOSE,287876029,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2015-06-11T17:00:00.000Z,86362808.0,0.3,0.59374892,0.1619,0.49
NTB,NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,UPCOM,39779577,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2014-01-15T17:00:00.000Z,33812640.0,0.85,0.0,0.0023,0.48999998
NTC,NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,UPCOM,23999980,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản công nghiệp,2016-12-18T17:00:00.000Z,7199994.0,0.3,0.13612511,0.0354,0.48999999
NTT,NTGATEX,Công ty Cổ phần Dệt - May Nha Trang,UPCOM,23500000,Không được ký quỹ,"Hàng dệt, may và phụ kiện","Sản xuất sợi, vải thành phẩm",2017-12-26T17:00:00.000Z,4700000.0,0.2,0.0,0.0,0.0
NTL,NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,HOSE,60989950,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2007-12-20T17:00:00.000Z,42692965.0,0.7,0.0,0.083,0.48999999
NTP,NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,HNX,129575334,Được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2006-12-10T17:00:00.000Z,38872600.0,0.3,0.28109616,0.1778,0.48999999
NUE,NTUREN,Công ty Cổ phần Môi trường Đô thị Nha Trang,UPCOM,6000000,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2017-02-19T17:00:00.000Z,900000.0,0.15,0.61683333,0.0001,0.0
NTW,NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,UPCOM,10000000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2012-04-08T17:00:00.000Z,3500000.0,0.35,0.5243736,0.1499,0.1499
NVB,NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,HNX,556803587,Được ký quỹ,Ngân hàng,Ngân hàng,2010-09-12T17:00:00.000Z,501123228.0,0.9,0.0,0.0887,0.3
NVT,NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,HOSE,90500000,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khách sạn và phòng ở,2010-05-06T17:00:00.000Z,4525000.0,0.05,0.0,0.0013,0.5
NWT,NWT,Công ty Cổ phần Vận tải Newway,UPCOM,8500000,Không được ký quỹ,Đường bộ và đường sắt,Vận tải hành khách đường bộ ,2016-03-29T17:00:00.000Z,850000.0,0.1,0.94307059,0.0,0.49
NXT,NXT,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,UPCOM,6600000,Không được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2021-12-08T17:00:00.000Z,4620000.0,0.7,0.0,0.0009,0.5
OCB,OCB,Ngân hàng Thương mại Cổ phần Phương Đông,HOSE,1369882863,Được ký quỹ,Ngân hàng,Ngân hàng,2021-01-27T17:00:00.000Z,753435574.0,0.55,0.0,0.2153,0.22
OCH,OCH,Công ty Cổ phần One Capital Hospitality,HNX,200000000,Không được ký quỹ,Sản phẩm thực phẩm,"Sản xuất bánh kẹo, bánh mì",2010-09-30T17:00:00.000Z,90000000.0,0.45,0.0,0.0,0.49
EVS,OCSC,Công ty Cổ phần Chứng khoán Everest,HNX,103000400,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2019-06-25T17:00:00.000Z,61800240.0,0.6,0.0,0.0003,1.0
OGC,OGC,Công ty Cổ phần Tập đoàn Đại Dương,HOSE,299999999,Không được ký quỹ,Dịch vụ tài chính đa dạng,Các dịch vụ tài chính đa dạng khác,2010-05-03T17:00:00.000Z,204586564.0,0.68195522,0.12018745,0.0015,0.49
TOW,OMONWACO,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,UPCOM,7978150,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2019-01-24T17:00:00.000Z,1994512.0,0.25,0.0,0.1007,0.5
ONE,ONE,Công ty Cổ phần Truyền thông số 1,HNX,7893658,Được ký quỹ,Dịch vụ viễn thông đa dạng,Dịch vụ viễn thông tích hợp,2008-06-23T17:00:00.000Z,7104292.0,0.9,0.0,0.1144,0.48999989
ONW,ONW,Công ty Cổ phần Dịch vụ Một Thế giới,UPCOM,2000000,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí","Trò chơi, cá cược",2017-02-16T17:00:00.000Z,1100000.0,0.55,0.0,0.1469,0.49
OPC,OPC,Công ty Cổ phần Dược Phẩm OPC,HOSE,64050892,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2008-10-29T17:00:00.000Z,38430535.0,0.6,0.13404944,0.0081,0.0
ORS,ORS,Công ty Cổ phần Chứng khoán Tiên Phong,HOSE,200000000,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2019-04-16T17:00:00.000Z,190000000.0,0.95,0.0,0.016,0.49
PAC,PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,HOSE,46471707,Được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2006-12-11T17:00:00.000Z,16265097.0,0.35,0.51425425,0.1281,0.48999999
PAI,PAIC,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",UPCOM,4235290,Không được ký quỹ,Dịch vụ IT,Tư vấn CNTT và Dịch vụ khác,2017-01-22T17:00:00.000Z,82650.0,0.0195146,0.13602847,0.0012,0.48999998
PAN,PAN,Công ty Cổ phần Tập đoàn PAN,HOSE,208894750,Được ký quỹ,Sản phẩm thực phẩm,Thực phẩm khác,2010-12-14T17:00:00.000Z,146226325.0,0.7,0.0,0.1352,0.49
PAP,PAPC,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,UPCOM,200000000,Không được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2021-07-13T17:00:00.000Z,50000000.0,0.25,0.0,0.0,0.0
PAS,PAS,Công ty Cổ phần Quốc tế Phương Anh,UPCOM,28049968,Không được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2020-09-20T17:00:00.000Z,26647469.0,0.95,0.0,0.0178,0.48999999
PBP,PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,HNX,4799516,Được ký quỹ,Bao bì,"Bao bì, đóng gói bằng nhựa",2015-01-26T17:00:00.000Z,2159782.0,0.45,0.43392375,0.0011,0.48999982
PC1,PCC1,Công ty Cổ phần Tập đoàn PC1,HOSE,270433002,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2016-11-15T17:00:00.000Z,162259801.0,0.6,0.0,0.0571,0.5
PCC,PCC1P,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,UPCOM,11500000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2017-11-13T17:00:00.000Z,5750000.0,0.5,0.30001757,0.0,0.0
PCG,PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,HNX,18870000,Không được ký quỹ,Tiện ích khí đốt,Phân phối khí đốt thiên nhiên,2010-12-28T17:00:00.000Z,4717500.0,0.25,0.01155803,0.4775,0.49
PCM,PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,UPCOM,3920000,Không được ký quỹ,Hàng gia dụng,Sản xuất điện tử dân dụng,2017-08-09T17:00:00.000Z,2156000.0,0.55,0.49,0.0,0.49
CSI,PCSC,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,UPCOM,16800000,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2019-03-14T17:00:00.000Z,12600000.0,0.75,0.0,0.3182,1.0
PCT,PCT,Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam,HNX,27599896,Được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2011-09-11T17:00:00.000Z,6899974.0,0.25,0.0,0.0001,0.49
PDB,PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,HNX,8909981,Được ký quỹ,Vật liệu xây dựng,Sản xuất bê tông,2015-08-02T17:00:00.000Z,5345988.0,0.6,0.0,0.0013,0.49999994
PDC,PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,UPCOM,15000000,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khách sạn và phòng ở,2009-09-28T17:00:00.000Z,2250000.0,0.15,0.098,0.0011,0.49
PDN,PDN,Công ty Cổ phần Cảng Đồng Nai,HOSE,18521954,Được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2011-10-25T17:00:00.000Z,3792144.0,0.20473779,0.34000084,0.0033,0.0
PDR,PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,HOSE,671646219,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2010-07-29T17:00:00.000Z,302240798.0,0.45,0.0,0.0379,0.49
PDV,PDVC,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,UPCOM,31109986,Không được ký quỹ,Đường biển,Hoạt động hỗ trợ vận tải đường thủy,2017-04-19T17:00:00.000Z,7777496.0,0.25,0.43707789,0.0001,0.0
PEC,PEC,Công ty Cổ phần Cơ khí Điện lực,UPCOM,3115409,Không được ký quỹ,Kim loại và khai thác,Sản xuất kết cấu kim loại,2010-10-05T17:00:00.000Z,623081.0,0.2,0.0,0.0,0.48999987
PEQ,PECO,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,UPCOM,4965514,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2016-01-17T17:00:00.000Z,1986205.0,0.4,0.50483233,0.0,0.48999983
PEN,PEN,Công ty Cổ phần Xây lắp III Petrolimex,HNX,5000000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2014-09-24T17:00:00.000Z,3250000.0,0.65,0.3,0.0003,0.0
PET,PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,HOSE,98819297,Được ký quỹ,Nhà phân phối,"Phân phối các mặt hàng điện, điện tử",2007-09-11T17:00:00.000Z,69173507.0,0.7,0.23188305,0.015,0.0
PCF,PETEC,Công ty Cổ phần Cà phê PETEC,UPCOM,3000000,Không được ký quỹ,Đồ uống,Nước giải khát,2017-03-28T17:00:00.000Z,1350000.0,0.45,0.0,0.0023,0.49
PEG,PETECC,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,UPCOM,248877470,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2018-11-04T17:00:00.000Z,24887747.0,0.1,0.94545549,0.0,0.49
PTV,PETECHIM,Công ty Cổ phần Thương mại Dầu khí,UPCOM,20000000,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2019-11-04T17:00:00.000Z,7000000.0,0.35,0.29,0.0022,0.49
PLX,PETRO,Tập đoàn Xăng dầu Việt Nam,HOSE,1270592235,Được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2017-04-20T17:00:00.000Z,127059223.0,0.1,0.75871648,0.1803,0.2
PFL,PFL,Công ty Cổ phần Dầu khí Đông Đô,UPCOM,50000000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2015-05-24T17:00:00.000Z,30000000.0,0.6,0.3486695,0.0019,0.49
PGB,PGB,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,UPCOM,300000000,Không được ký quỹ,Ngân hàng,Ngân hàng,2020-12-23T17:00:00.000Z,180000000.0,0.6,0.4,0.0,0.3
PGC,PGC,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,HOSE,60339285,Được ký quỹ,Tiện ích khí đốt,Phân phối khí đốt thiên nhiên,2006-11-23T17:00:00.000Z,27152678.0,0.45,0.52374739,0.0531,0.48999999
PGD,PGD,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,HOSE,89998070,Được ký quỹ,Tiện ích khí đốt,Phân phối khí đốt thiên nhiên,2009-11-25T17:00:00.000Z,3148517.0,0.03498427,0.50500547,0.465,0.49
PGI,PGI,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,HOSE,110896796,Được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2011-07-28T17:00:00.000Z,33269038.0,0.3,0.356779,0.2057,1.0
PGN,PGN,Công ty Cổ phần Phụ Gia Nhựa,HNX,8450940,Được ký quỹ,Hóa chất,Sản phẩm hóa chất khác,2019-07-03T17:00:00.000Z,5070564.0,0.6,0.0,0.0721,0.5
PGS,PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,HNX,49998794,Được ký quỹ,Tiện ích khí đốt,Phân phối khí đốt thiên nhiên,2007-11-14T17:00:00.000Z,32499216.0,0.65,0.35263158,0.0135,0.0
PGT,PGT,Công ty Cổ phần PGT Holdings,HNX,9241801,Không được ký quỹ,Đường bộ và đường sắt,Dịch vụ taxi,2009-12-24T17:00:00.000Z,4620900.0,0.5,0.0,0.4898,0.84999991
PLP,PHALE,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,HOSE,69999847,Được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2017-08-20T17:00:00.000Z,41999908.0,0.6,0.0,0.0122,0.49
PBC,PHARBACO,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,UPCOM,113299902,Không được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2019-11-25T17:00:00.000Z,16994985.0,0.15,0.05030869,0.0,0.0
PHC,PHC,Công ty Cổ phần Xây dựng Phục Hưng Holdings,HOSE,50681927,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2018-10-02T17:00:00.000Z,40545541.0,0.8,0.0,0.0136,0.49999999
PHH,PHH,Công ty Cổ phần Hồng Hà Việt Nam,UPCOM,18100000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2015-08-30T17:00:00.000Z,1810000.0,0.1,0.0,0.0044,0.49
PHP,PHP,Công ty Cổ phần Cảng Hải Phòng,UPCOM,326960000,Không được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2015-08-11T17:00:00.000Z,32696000.0,0.1,0.92562202,0.0014,0.49
PHR,PHR,Công ty Cổ phần Cao su Phước Hòa,HOSE,135499198,Được ký quỹ,Giấy và lâm sản,Nuôi trồng và chế biến cao su,2009-08-17T17:00:00.000Z,47424719.0,0.35,0.666159,0.135,0.49
PHS,PHS,Công ty Cổ phần Chứng khoán Phú Hưng,UPCOM,150009329,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2019-07-30T17:00:00.000Z,37502332.0,0.25,0.0,0.8311,1.0
PIA,PIACOM,Công ty Cổ phần Tin học Viễn thông Petrolimex,HNX,3900000,Được ký quỹ,Dịch vụ IT,Tư vấn CNTT và Dịch vụ khác,2019-09-05T17:00:00.000Z,1560000.0,0.4,0.50330897,0.1223,0.49
PIC,PIC,Công ty Cổ phần Đầu tư Điện lực 3,HNX,33339891,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2017-01-08T17:00:00.000Z,6667978.0,0.2,0.67347551,0.0001,0.0
PID,PID,Công ty Cổ phần Trang trí nội thất Dầu khí,UPCOM,4000000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2012-11-21T17:00:00.000Z,600000.0,0.15,0.499825,0.0,0.49
PIS,PISIC,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,UPCOM,27500000,Không được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2016-01-11T17:00:00.000Z,761400.0,0.02768727,0.0,0.0,0.49
EIN,PIST,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,UPCOM,45407161,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khách sạn và phòng ở,2017-03-15T17:00:00.000Z,22703580.0,0.5,0.0,0.0003,0.0
PIT,PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,HOSE,14210225,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2008-01-23T17:00:00.000Z,4973578.0,0.35,0.52670763,0.008,0.49
PIV,PIV,Công ty Cổ phần PIV,UPCOM,17324942,Không được ký quỹ,Bán lẻ chuyên dụng,Cửa hàng chuyên dụng,2010-08-17T17:00:00.000Z,16458694.0,0.95,0.0,0.0173,0.48999997
